Code,Problem Name,Obj Value
best,neos-631164,11280613.7
best,neos-631517,11490700.7
opt,neos-631694,50
opt,neos-631709,106
opt,neos-631710,203
opt,neos-631784,50
opt,neos-632335,7081584710
opt,neos-633273,6996841100
best,neos-641591,184385
opt,neos-655508,63015042
best,neos-662469,184385
opt,neos-686190,6730
best,neos-691058,297
best,neos-691073,297
opt,neos-693347,234
best,neos-702280,12
opt,neos-709469,493.16
opt,neos-717614,12250223.9
opt,neos-738098,-1099
opt,neos-775946,15.7
opt,neos-780889,3421500
opt,neos-785899,101
inf,neos-785912,
opt,neos-785914,38
opt,neos-787933,30
opt,neos-791021,15
opt,neos-796608,-48296500
opt,neos-799838,1308000
opt,neos-801834,50386
opt,neos-803219,210.3
opt,neos-803220,195.4
opt,neos-806323,215
inf,neos-807454,
inf,neos-807456,
opt,neos-807639,454.2
opt,neos-807705,342.4
opt,neos-808072,24
opt,neos-808214,5
opt,neos-810286,2877
opt,neos-810326,-44378
inf,neos-820146,
inf,neos-820157,
opt,neos-820879,25468
opt,neos-824661,33
opt,neos-824695,31
opt,neos-825075,-272
opt,neos-826224,121
opt,neos-826250,28
best,neos-826650,29
opt,neos-826694,58
opt,neos-826812,58.011
best,neos-826841,29.0082
opt,neos-827015,2.3196
opt,neos-827175,112.0015
opt,neos-829552,2.3196
opt,neos-830439,0
opt,neos-831188,2.6138
opt,neos-839838,106657171
opt,neos-839859,9809653.22
best,neos-839894,15964579.5
best,neos-841664,32735
best,neos-847051,-887666.893
best,neos-847302,4
opt,neos-848150,0
best,neos-848198,52895
opt,neos-848589,2351.4031
opt,neos-848845,0
opt,neos-849702,0
opt,neos-850681,2472
opt,neos-856059,420
inf,neos-859770,
opt,neos-860244,3700
opt,neos-860300,3201
opt,neos-862348,96.73
opt,neos-863472,11.6481
best,neos-872648,48.9859
best,neos-873061,116.2496
best,neos-876808,171340.007
opt,neos-880324,108.67
opt,neos-881765,0
opt,neos-885086,-243
best,neos-885524,12329.201
opt,neos-886822,28755
opt,neos-892255,14
opt,neos-905856,-6
opt,neos-906865,3175
best,neos-911880,54.83
best,neos-911970,54.76
opt,neos-912015,-14
opt,neos-912023,-13
opt,neos-913984,1000
opt,neos-914441,9347772
opt,neos-916173,72.647
opt,neos-916792,31.8704
best,neos-930752,-202
best,neos-931517,1194
opt,neos-931538,1283
opt,neos-932721,52030
opt,neos-932816,15376
opt,neos-933364,766
opt,neos-933550,0
best,neos-933562,18
opt,neos-933638,276
opt,neos-933815,766
opt,neos-933966,318
opt,neos-934184,766
opt,neos-934278,260
best,neos-934441,2432
opt,neos-934531,6
best,neos-935234,2432
best,neos-935348,2512
best,neos-935496,8
opt,neos-935627,2598
best,neos-935674,8
opt,neos-935769,3010
opt,neos-936660,3510
opt,neos-937446,3270
opt,neos-937511,3510
best,neos-937815,2850
best,neos-941262,2791
opt,neos-941313,9361
opt,neos-941698,2
best,neos-941717,16
best,neos-941782,16
opt,neos-942323,17
opt,neos-942830,16
inf,neos-942886,
best,neos-948126,2609
opt,neos-948268,60
best,neos-948346,-227.6
best,neos-950242,4
opt,neos-953928,-99.9044
opt,neos-954925,-237.7689
opt,neos-955215,446.5
opt,neos-955800,6
best,neos-956971,-237.7689
opt,neos-957143,-237.7689
opt,neos-957270,0.5
opt,neos-957323,-237.7567
opt,neos-957389,1.5
opt,neos-960392,-238
best,neos-983171,2369
best,neos-984165,2202
opt,neos1,19
opt,neos10,-1135
opt,neos11,9
opt,neos12,13
opt,neos13,-95.4748
opt,neos14,74333.3433
opt,neos15,80598.4301
best,neos16,446
opt,neos18,16
opt,neos2,454.8647
opt,neos20,-434
opt,neos21,7
opt,neos22,779715
opt,neos23,137
opt,neos3,368.8428
opt,neos4,-48603440751
opt,neos4.mps.cuts,-11725058400
opt,neos5,15
opt,neos6,83
opt,neos616206,937.6
opt,neos632659,-94
opt,neos648910,32
opt,neos7,721934
inf,neos788725,
opt,neos8,-3719
opt,neos808444,0
opt,neos818918,1700
opt,neos823206,83.8602
inf,neos858960,
opt,neos897005,14
opt,neos9,798
inf,net-5-3-6,
opt,net-5-3-7,14
opt,net-5-3-7b,14.44
opt,net-9-6-6,63
opt,net12,214
opt,netdiversion,242
opt,netmod_dol1,-0.56
opt,netmod_dol2,-0.56000837
opt,netmod_kar1,-0.4197896121
opt,netmod_kar2,-0.4197896121
best,new-thyroid_q,11
opt,newdano,65.6667
opt,nexp.100.20.1.1,48
opt,nexp.150.20.1.2,66
opt,nexp.150.20.1.5,66
opt,nexp.50.20.1.1,29
opt,nexp.50.20.1.2,27
opt,nexp.50.20.1.3,28
opt,nexp.50.20.1.4,37
opt,nexp.50.20.2.2,44
opt,nexp.50.20.2.5,54
opt,nexp.50.20.4.2,71
opt,nh97_potential,1418
opt,nh97_tension,1418
opt,no7_ar25_1,107.8153083
opt,no7_ar2_1,107.8153083
opt,no7_ar3_1,107.8153083
opt,no7_ar4_1,98.51840218
opt,no7_ar5_1,90.62267488
opt,no_request.pre,0
inf,normalized-1021.cudf.trendy,
inf,normalized-1034.cudf.paranoid,
opt,normalized-1037.cudf.paranoid,90
inf,normalized-1077.cudf.paranoid,
opt,normalized-1078.cudf.paranoid,4
opt,normalized-1078.cudf.trendy,4
inf,normalized-1093.cudf.paranoid,
opt,normalized-1094.cudf.paranoid,126
opt,normalized-1097.cudf.paranoid,125
opt,normalized-1098.cudf.paranoid,256
opt,normalized-10:10:4.5:0.5:100,3
opt,normalized-10:10:4.5:0.95:100,0
opt,normalized-10:10:4.5:0.95:98,1
opt,normalized-10:20:4.5:0.5:100,0
opt,normalized-10:20:4.5:0.95:100,1
opt,normalized-10:20:4.5:0.95:98,2
opt,normalized-10_20,8034
inf,normalized-1125.cudf.paranoid,
opt,normalized-11_22,8908
inf,normalized-121.cudf.paranoid,
inf,normalized-122.cudf.paranoid,
opt,normalized-16wqueens_wcsp,2
best,normalized-222__neos-1330346,8
opt,normalized-22s.smv--soft-0-100-0,1
opt,normalized-22s.smv--soft-33-100-0,1
opt,normalized-22s.smv--soft-66-100-0,1
opt,normalized-25s.smv--soft-0-100-0,1
opt,normalized-25s.smv--soft-33-100-0,2
opt,normalized-25s.smv--soft-66-100-0,1
opt,normalized-30:30:4.5:0.5:100,5
opt,normalized-30:30:4.5:0.95:100,2
opt,normalized-30:30:4.5:0.95:98,4
opt,normalized-30:70:4.5:0.5:100,9
opt,normalized-30:70:4.5:0.95:100,3
opt,normalized-30:70:4.5:0.95:98,12
opt,normalized-37s.smv--soft-0-100-0,1
opt,normalized-37s.smv--soft-33-100-0,1
opt,normalized-37s.smv--soft-66-100-0,1
inf,normalized-43s.smv,
opt,normalized-43s.smv--soft-0-100-0,1
opt,normalized-43s.smv--soft-33-100-0,1
opt,normalized-43s.smv--soft-66-100-0,1
inf,normalized-44s.smv,
opt,normalized-44s.smv--soft-0-100-0,2
opt,normalized-44s.smv--soft-33-100-0,1
opt,normalized-44s.smv--soft-66-100-0,1
opt,normalized-46s.smv--soft-0-100-0,1
opt,normalized-46s.smv--soft-33-100-0,1
opt,normalized-46s.smv--soft-66-100-0,1
opt,normalized-4queens_wcsp,0
opt,normalized-4wqueens_wcsp,0
opt,normalized-50-250-false-45-90-4-10000opt,-164
opt,normalized-50-250-false-45-90-4-1000opt,-178
opt,normalized-50-250-false-45-90-4-2000opt,-167
opt,normalized-50-250-false-45-90-4-3000opt,-187
opt,normalized-50-250-false-45-90-4-4000opt,-164
opt,normalized-50-250-false-45-90-4-5000opt,-169
opt,normalized-50-250-false-45-90-4-6000opt,-175
opt,normalized-50-250-false-45-90-4-7000opt,-172
opt,normalized-50-250-false-45-90-4-8000opt,-162
opt,normalized-50-250-false-45-90-4-9000opt,-193
opt,normalized-50-750-false-45-90-4-10000opt,-75
opt,normalized-50-750-false-45-90-4-1000opt,-78
opt,normalized-50-750-false-45-90-4-2000opt,-70
opt,normalized-50-750-false-45-90-4-3000opt,-81
opt,normalized-50-750-false-45-90-4-4000opt,-82
opt,normalized-50-750-false-45-90-4-5000opt,-70
opt,normalized-50-750-false-45-90-4-6000opt,-74
opt,normalized-50-750-false-45-90-4-7000opt,-68
opt,normalized-50-750-false-45-90-4-8000opt,-76
opt,normalized-50-750-false-45-90-4-9000opt,-79
opt,normalized-5_10,3951
opt,normalized-5xp1.b,12
inf,normalized-658.cudf.paranoid,
opt,normalized-6_12,5867
opt,normalized-787.cudf.paranoid,14
opt,normalized-787.cudf.trendy,14
opt,normalized-7_14,5148
inf,normalized-869.cudf.paranoid,
opt,normalized-8_16,5852
opt,normalized-8queens_wcsp,0
opt,normalized-8wqueens_wcsp,2
opt,normalized-902.cudf.paranoid,277
opt,normalized-90_rounds_0_errors,0
opt,normalized-90_rounds_10_errors,10
opt,normalized-90_rounds_15_errors,15
opt,normalized-90_rounds_5_errors,5
opt,normalized-990.cudf.paranoid,273
inf,normalized-995.cudf.paranoid,
inf,normalized-995.cudf.trendy,
opt,normalized-9sym.b,5
opt,normalized-9symml,4517
best,normalized-BA_RDC4.dot_fibo_0null0mast_rapportOE2.0_TMAX180_K67_cod2,-172552
opt,normalized-BA_RDC4.dot_fibo_10null10mast_rapportOE1.0_TMAX120_K67_cod2,-245980
best,normalized-BA_RDC4.dot_fibo_20null0mast_rapportOE1.0_TMAX180_K67_cod2,-196418
opt,normalized-BA_RDC4.dot_fibo_20null10mast_rapportOE2.0_TMAX15_K67_cod2,-22879
best,normalized-BA_RDC4.dot_fibo_50null0mast_rapportOE1.0_TMAX120_K67_cod2,-169358
opt,normalized-BA_RDC4.dot_luby_0null0mast_rapportOE1.0_TMAX15_K67_cod1,-192
best,normalized-BA_RDC4.dot_luby_0null0mast_rapportOE2.0_TMAX120_K67_cod1,-600
opt,normalized-BA_RDC4.dot_luby_0null10mast_rapportOE1.0_TMAX120_K67_cod3,-5256
opt,normalized-BA_RDC4.dot_luby_0null20mast_rapportOE2.0_TMAX120_K67_cod2,-2832
opt,normalized-BA_RDC4.dot_luby_0null20mast_rapportOE2.0_TMAX300_K67_cod2,-7364
best,normalized-BA_RDC4.dot_luby_10null0mast_rapportOE1.0_TMAX120_K67_cod1,-718
best,normalized-BA_RDC4.dot_luby_10null0mast_rapportOE1.0_TMAX60_K67_cod1,-464
best,normalized-BA_RDC4.dot_luby_10null0mast_rapportOE2.0_TMAX60_K67_cod1,-368
opt,normalized-BA_RDC4.dot_luby_10null10mast_rapportOE2.0_TMAX120_K67_cod1,-2624
opt,normalized-BA_RDC4.dot_luby_10null10mast_rapportOE2.0_TMAX15_K67_cod1,-80
opt,normalized-BA_RDC4.dot_luby_10null10mast_rapportOE2.0_TMAX60_K67_cod3,-1296
best,normalized-BA_RDC4.dot_luby_20null0mast_rapportOE1.0_TMAX60_K67_cod2,-496
best,normalized-BA_RDC4.dot_luby_20null0mast_rapportOE2.0_TMAX180_K67_cod1,-648
best,normalized-BA_RDC4.dot_luby_20null0mast_rapportOE2.0_TMAX300_K67_cod2,-656
best,normalized-BA_RDC4.dot_luby_20null10mast_rapportOE1.0_TMAX180_K67_cod1,-7432
opt,normalized-BA_RDC4.dot_luby_20null10mast_rapportOE1.0_TMAX60_K67_cod3,-2372
best,normalized-BA_RDC4.dot_luby_50null0mast_rapportOE1.0_TMAX300_K67_cod2,-651
opt,normalized-BA_RDC4.dot_luby_50null50mast_rapportOE1.0_TMAX300_K67_cod1,-57
opt,normalized-BA_RDC4.dot_luby_50null50mast_rapportOE2.0_TMAX120_K67_cod2,-11
best,normalized-BA_RDC4.dot_unif_10null10mast_rapportOE1.0_TMAX60_K67_cod2,-23930
best,normalized-BA_RDC4.dot_unif_20null0mast_rapportOE1.0_TMAX180_K67_cod2,-53220
best,normalized-BA_RDC4.dot_unif_20null10mast_rapportOE2.0_TMAX180_K67_cod2,-46251
best,normalized-BA_RDC4.dot_unif_50null0mast_rapportOE1.0_TMAX180_K67_cod2,-54697
opt,normalized-BA_RDC4.dot_unif_50null50mast_rapportOE2.0_TMAX15_K67_cod1,0
opt,normalized-C17,260
opt,normalized-C432,4822
opt,normalized-C499.a,64
best,normalized-C499.b,44
opt,normalized-C880.a,87
opt,normalized-C880.b,63
opt,normalized-OGR_10,55
best,normalized-OGR_11,75
best,normalized-OGR_12,95
best,normalized-OGR_13,118
best,normalized-OGR_14,153
best,normalized-OGR_15,176
best,normalized-OGR_16,223
best,normalized-OGR_17,268
best,normalized-OGR_18,319
best,normalized-OGR_19,355
opt,normalized-OGR_4,6
opt,normalized-OGR_5,11
opt,normalized-OGR_6,17
opt,normalized-OGR_7,25
opt,normalized-OGR_8,34
opt,normalized-OGR_9,44
opt,normalized-acc-tight4,0
opt,normalized-acc-tight5,0
opt,normalized-acc-tight6,0
opt,normalized-addm4.r,165
opt,normalized-aim-100-1_6-yes1-1,100
opt,normalized-aim-100-1_6-yes1-2,100
opt,normalized-aim-100-1_6-yes1-3,100
opt,normalized-aim-100-1_6-yes1-4,100
opt,normalized-aim-100-2_0-yes1-1,100
opt,normalized-aim-100-2_0-yes1-2,100
opt,normalized-aim-100-2_0-yes1-3,100
opt,normalized-aim-100-2_0-yes1-4,100
opt,normalized-aim-100-3_4-yes1-1,100
opt,normalized-aim-100-3_4-yes1-2,100
opt,normalized-aim-100-3_4-yes1-3,100
opt,normalized-aim-100-3_4-yes1-4,100
opt,normalized-aim-100-6_0-yes1-1,100
opt,normalized-aim-100-6_0-yes1-2,100
opt,normalized-aim-100-6_0-yes1-3,100
opt,normalized-aim-100-6_0-yes1-4,100
opt,normalized-aim-200-1_6-yes1-1,200
opt,normalized-aim-200-1_6-yes1-2,200
opt,normalized-aim-200-1_6-yes1-3,200
opt,normalized-aim-200-1_6-yes1-4,200
opt,normalized-aim-200-2_0-yes1-1,200
opt,normalized-aim-200-2_0-yes1-2,200
opt,normalized-aim-200-2_0-yes1-3,200
opt,normalized-aim-200-2_0-yes1-4,200
opt,normalized-aim-200-3_4-yes1-1,200
opt,normalized-aim-200-3_4-yes1-2,200
opt,normalized-aim-200-3_4-yes1-3,200
opt,normalized-aim-200-3_4-yes1-4,200
opt,normalized-aim-200-6_0-yes1-1,200
opt,normalized-aim-200-6_0-yes1-2,200
opt,normalized-aim-200-6_0-yes1-3,200
opt,normalized-aim-200-6_0-yes1-4,200
opt,normalized-aim-50-1_6-yes1-1,50
opt,normalized-alu2.b,60
opt,normalized-alu4.b,50
opt,normalized-apex4.a,776
opt,normalized-apex6.b,136
opt,normalized-apex7.b,37
inf,normalized-ash608gpia-3col,
opt,normalized-b1,128
opt,normalized-bbara.r,7
opt,normalized-bench1.pi,121
opt,normalized-bench1.r,121
inf,normalized-bf0432-007,
opt,normalized-bf0432-007_ext,1
inf,normalized-bf1355-075,
inf,normalized-bf1355-638,
inf,normalized-bf2670-001,
opt,normalized-bf2670-001_ext,1
opt,normalized-blast-floppy1-2.ucl--soft-0-100-0,2
opt,normalized-blast-floppy1-2.ucl--soft-33-100-0,1
opt,normalized-blast-floppy1-2.ucl--soft-66-100-0,1
opt,normalized-blast-floppy1-3.ucl--soft-0-100-0,4
opt,normalized-blast-floppy1-3.ucl--soft-33-100-0,8
opt,normalized-blast-floppy1-3.ucl--soft-66-100-0,1
opt,normalized-blast-floppy1-4.ucl--soft-0-100-0,18
opt,normalized-blast-floppy1-4.ucl--soft-33-100-0,13
opt,normalized-blast-floppy1-4.ucl--soft-66-100-0,5
inf,normalized-blast-floppy1-6.ucl,
opt,normalized-blast-floppy1-6.ucl--soft-0-100-0,1
opt,normalized-blast-floppy1-6.ucl--soft-33-100-0,1
opt,normalized-blast-floppy1-6.ucl--soft-66-100-0,1
opt,normalized-blast-floppy1-7.ucl--soft-0-100-0,1
opt,normalized-blast-floppy1-7.ucl--soft-33-100-0,1
opt,normalized-blast-floppy1-7.ucl--soft-66-100-0,4
opt,normalized-blast-floppy1-8.ucl--soft-0-100-0,1
opt,normalized-blast-floppy1-8.ucl--soft-33-100-0,3
opt,normalized-blast-floppy1-8.ucl--soft-66-100-0,4
opt,normalized-blast-tlan2.ucl--soft-0-100-0,1
opt,normalized-blast-tlan2.ucl--soft-33-100-0,1
opt,normalized-blast-tlan2.ucl--soft-66-100-0,2
opt,normalized-blast-tlan3.ucl--soft-66-100-0,4
opt,normalized-bnatt350,0
opt,normalized-bnatt400,1
best,normalized-bogr_10,55
best,normalized-bogr_11,74
best,normalized-bogr_12,91
best,normalized-bogr_13,123
best,normalized-bogr_14,144
best,normalized-bogr_15,178
best,normalized-bogr_16,222
best,normalized-bogr_17,261
best,normalized-bogr_18,311
best,normalized-bogr_19,354
opt,normalized-bogr_4,6
opt,normalized-bogr_5,11
opt,normalized-bogr_6,17
opt,normalized-bogr_7,25
opt,normalized-bogr_8,34
opt,normalized-bogr_9,44
best,normalized-bsg_1000_25_1,-166
best,normalized-bsg_1000_25_2,-166
best,normalized-bsg_1000_25_3,-168
best,normalized-bsg_1000_25_4,-168
best,normalized-bsg_1000_25_5,-167
best,normalized-bsg_1000_60_1,-91
best,normalized-bsg_1000_60_2,-87
best,normalized-bsg_1000_60_3,-83
best,normalized-bsg_1000_60_4,-89
best,normalized-bsg_1000_60_5,-90
best,normalized-bsg_100_10_1,-29
best,normalized-bsg_100_10_2,-28
best,normalized-bsg_100_10_3,-28
best,normalized-bsg_100_10_4,-28
best,normalized-bsg_100_10_5,-29
best,normalized-bsg_100_25_1,-15
best,normalized-bsg_100_25_2,-16
best,normalized-bsg_100_25_3,-15
best,normalized-bsg_100_25_4,-16
best,normalized-bsg_100_25_5,-15
opt,normalized-bsg_10_4_1,-3
opt,normalized-bsg_10_4_2,-3
opt,normalized-bsg_10_4_3,-3
opt,normalized-bsg_10_4_4,-4
opt,normalized-bsg_10_4_5,-4
best,normalized-bsg_200_10_1,-57
best,normalized-bsg_200_10_2,-58
best,normalized-bsg_200_10_3,-58
best,normalized-bsg_200_10_4,-58
best,normalized-bsg_200_10_5,-58
best,normalized-bsg_200_25_1,-32
best,normalized-bsg_200_25_2,-33
best,normalized-bsg_200_25_3,-33
best,normalized-bsg_200_25_4,-32
best,normalized-bsg_200_25_5,-32
best,normalized-bsg_500_10_1,-146
best,normalized-bsg_500_10_2,-145
best,normalized-bsg_500_10_3,-146
best,normalized-bsg_500_10_4,-145
best,normalized-bsg_500_10_5,-146
best,normalized-bsg_500_25_1,-84
best,normalized-bsg_500_25_2,-84
best,normalized-bsg_500_25_3,-85
best,normalized-bsg_500_25_4,-86
best,normalized-bsg_500_25_5,-84
best,normalized-bsg_500_60_1,-46
best,normalized-bsg_500_60_2,-45
best,normalized-bsg_500_60_3,-45
best,normalized-bsg_500_60_4,-44
best,normalized-bsg_500_60_5,-45
opt,normalized-bsg_50_10_1,-14
opt,normalized-bsg_50_10_2,-14
opt,normalized-bsg_50_10_3,-14
opt,normalized-bsg_50_10_4,-14
opt,normalized-bsg_50_10_5,-14
opt,normalized-bsg_50_25_1,-6
opt,normalized-bsg_50_25_2,-7
opt,normalized-bsg_50_25_3,-7
opt,normalized-bsg_50_25_4,-7
opt,normalized-bsg_50_25_5,-6
opt,normalized-bw.b,24
opt,normalized-c8,1194
opt,normalized-cache.inv10.ucl--soft-33-100-0,3
opt,normalized-cache.inv10.ucl--soft-66-100-0,3
opt,normalized-cache.inv8.ucl--soft-0-100-0,16
opt,normalized-cache.inv8.ucl--soft-33-100-0,2
opt,normalized-cache.inv8.ucl--soft-66-100-0,41
opt,normalized-cc,1567
opt,normalized-chnl10_11_pb.cnf.cr--soft-0-100-0,9
opt,normalized-chnl10_11_pb.cnf.cr--soft-33-100-0,3
opt,normalized-chnl10_11_pb.cnf.cr--soft-66-100-0,15
opt,normalized-chnl10_15_pb.cnf.cr--soft-0-100-0,6
opt,normalized-chnl10_15_pb.cnf.cr--soft-33-100-0,21
opt,normalized-chnl10_15_pb.cnf.cr--soft-66-100-0,58
opt,normalized-chnl10_20_pb.cnf.cr--soft-0-100-0,7
opt,normalized-chnl10_20_pb.cnf.cr--soft-33-100-0,20
opt,normalized-chnl10_20_pb.cnf.cr--soft-66-100-0,96
opt,normalized-chnl15_16_pb.cnf.cr--soft-0-100-0,8
opt,normalized-chnl15_16_pb.cnf.cr--soft-33-100-0,3
opt,normalized-chnl15_16_pb.cnf.cr--soft-66-100-0,25
opt,normalized-chnl15_20_pb.cnf.cr--soft-0-100-0,17
opt,normalized-chnl15_20_pb.cnf.cr--soft-33-100-0,23
opt,normalized-chnl15_20_pb.cnf.cr--soft-66-100-0,49
opt,normalized-chnl15_25_pb.cnf.cr--soft-0-100-0,10
opt,normalized-chnl15_25_pb.cnf.cr--soft-33-100-0,15
opt,normalized-chnl15_25_pb.cnf.cr--soft-66-100-0,7
opt,normalized-chnl20_21_pb.cnf.cr--soft-0-100-0,2
opt,normalized-chnl20_21_pb.cnf.cr--soft-33-100-0,6
opt,normalized-chnl20_21_pb.cnf.cr--soft-66-100-0,6
opt,normalized-chnl20_25_pb.cnf.cr--soft-0-100-0,10
opt,normalized-chnl20_25_pb.cnf.cr--soft-33-100-0,17
opt,normalized-chnl20_25_pb.cnf.cr--soft-66-100-0,19
opt,normalized-chnl20_30_pb.cnf.cr--soft-0-100-0,9
opt,normalized-chnl20_30_pb.cnf.cr--soft-33-100-0,13
opt,normalized-chnl20_30_pb.cnf.cr--soft-66-100-0,8
opt,normalized-chnl30_31_pb.cnf.cr--soft-0-100-0,5
opt,normalized-chnl30_31_pb.cnf.cr--soft-33-100-0,3
opt,normalized-chnl30_31_pb.cnf.cr--soft-66-100-0,3
opt,normalized-chnl30_35_pb.cnf.cr--soft-0-100-0,7
opt,normalized-chnl30_35_pb.cnf.cr--soft-33-100-0,12
opt,normalized-chnl30_35_pb.cnf.cr--soft-66-100-0,2
opt,normalized-chnl30_40_pb.cnf.cr--soft-0-100-0,10
opt,normalized-chnl30_40_pb.cnf.cr--soft-33-100-0,14
opt,normalized-chnl30_40_pb.cnf.cr--soft-66-100-0,18
opt,normalized-chnl35_36_pb.cnf.cr--soft-0-100-0,5
opt,normalized-chnl35_36_pb.cnf.cr--soft-33-100-0,3
opt,normalized-chnl35_36_pb.cnf.cr--soft-66-100-0,2
opt,normalized-chnl35_40_pb.cnf.cr--soft-0-100-0,8
opt,normalized-chnl35_40_pb.cnf.cr--soft-33-100-0,4
opt,normalized-chnl35_40_pb.cnf.cr--soft-66-100-0,15
opt,normalized-chnl35_45_pb.cnf.cr--soft-0-100-0,10
opt,normalized-chnl35_45_pb.cnf.cr--soft-33-100-0,25
opt,normalized-chnl35_45_pb.cnf.cr--soft-66-100-0,12
opt,normalized-chnl40_41_pb.cnf.cr--soft-0-100-0,5
opt,normalized-chnl40_41_pb.cnf.cr--soft-33-100-0,4
opt,normalized-chnl40_41_pb.cnf.cr--soft-66-100-0,4
opt,normalized-chnl40_45_pb.cnf.cr--soft-0-100-0,4
opt,normalized-chnl40_45_pb.cnf.cr--soft-33-100-0,5
opt,normalized-chnl40_45_pb.cnf.cr--soft-66-100-0,3
opt,normalized-chnl40_50_pb.cnf.cr--soft-0-100-0,6
opt,normalized-chnl40_50_pb.cnf.cr--soft-33-100-0,9
opt,normalized-chnl40_50_pb.cnf.cr--soft-66-100-0,5
opt,normalized-chnl50_51_pb.cnf.cr--soft-0-100-0,3
opt,normalized-chnl50_51_pb.cnf.cr--soft-33-100-0,4
opt,normalized-chnl50_51_pb.cnf.cr--soft-66-100-0,12
opt,normalized-chnl50_55_pb.cnf.cr--soft-0-100-0,6
opt,normalized-chnl50_55_pb.cnf.cr--soft-33-100-0,3
opt,normalized-chnl50_55_pb.cnf.cr--soft-66-100-0,15
opt,normalized-chnl50_60_pb.cnf.cr--soft-0-100-0,3
opt,normalized-chnl50_60_pb.cnf.cr--soft-33-100-0,10
opt,normalized-chnl50_60_pb.cnf.cr--soft-66-100-0,22
best,normalized-circ10_3,336
opt,normalized-circ4_3,20
best,normalized-circ6_3,64
best,normalized-circ8_3,154
opt,normalized-clip.b,15
opt,normalized-cm42a,694
opt,normalized-cmb,1053
opt,normalized-connell_wcsp,1
opt,normalized-count.b,24
best,normalized-data10_3,79541
opt,normalized-data4_3,8276
best,normalized-data6_3,24674
best,normalized-data8_3,44677
opt,normalized-des.a,942
opt,normalized-dk512x.r,6
opt,normalized-dlx1c.rwmem.ucl--soft-33-100-0,1
opt,normalized-dlx1c.rwmem.ucl--soft-66-100-0,1
opt,normalized-dlx1c.rwmem1.ucl--soft-33-100-0,1
opt,normalized-dlx1c.rwmem1.ucl--soft-66-100-0,1
opt,normalized-dlx1c.ucl--soft-0-100-0,1
opt,normalized-dlx1c.ucl--soft-33-100-0,1
opt,normalized-dlx1c.ucl--soft-66-100-0,1
best,normalized-domset_v500_e2000_w30_mw19_10.opb.PB06,184
best,normalized-domset_v500_e2000_w30_mw19_11.opb.PB06,183
best,normalized-domset_v500_e2000_w30_mw19_12.opb.PB06,177
best,normalized-domset_v500_e2000_w30_mw19_13.opb.PB06,186
best,normalized-domset_v500_e2000_w30_mw19_14.opb.PB06,182
best,normalized-domset_v500_e2000_w30_mw19_15.opb.PB06,185
best,normalized-domset_v500_e2000_w30_mw19_16.opb.PB06,184
best,normalized-domset_v500_e2000_w30_mw19_17.opb.PB06,189
best,normalized-domset_v500_e2000_w30_mw19_18.opb.PB06,184
best,normalized-domset_v500_e2000_w30_mw19_19.opb.PB06,180
best,normalized-domset_v500_e2000_w30_mw19_20.opb.PB06,183
